name,mw,logp,tpsa,rings,heteroatoms,rotbonds,persistence,biodeg,toxicity,category,pmi1,pmi2,pmi3,radius_of_gyration,spherocity
Flame Retardant #6,435.83534695128156,7.361949063993523,67.6511045530106,3,2,7,0.7339745188808953,0.26602548111910473,0.5595829449131074,Flame Retardant,203.15468942380542,173.1424057365366,46.56997636305764,5.843959903464121,0.43364899462751316
Flame Retardant #7,518.8911413404192,7.264864609539696,55.870488996763264,4,4,6,0.8159238194456273,0.1840761805543727,0.20741898246495027,Flame Retardant,214.95926940919284,156.97547247193143,69.56952557505353,6.378497461516054,0.7491388310721762
Flame Retardant #8,768.3841294427158,7.38772902591888,41.70863320764694,1,1,17,0.8093857751970954,0.19061422480290457,0.4884747644473276,Flame Retardant,323.86956979042986,297.2524419642629,153.63159470083863,6.852203673851195,0.5622745642440075
Flame Retardant #9,798.4407785917408,5.624613972033206,109.21062750860833,2,6,17,0.8374591125165035,0.1625408874834965,0.1100054880939035,Flame Retardant,323.07436987552774,243.1620536346489,174.68936022383699,8.200199899858687,0.7231701744235874
Flame Retardant #10,376.6027734966968,8.05234108607733,34.63674748651283,3,0,10,0.7545301294624969,0.24546987053750313,0.5824993389903305,Flame Retardant,178.84678189909508,97.28313425617979,48.83797544733442,5.7974581765139925,0.6404915266701579
Flame Retardant #11,813.1750693008051,4.298086626723295,32.49436500378511,4,6,17,0.8384101106079489,0.1615898893920511,0.1355062431181251,Flame Retardant,251.01630544625274,206.04218327937193,146.18308549008228,8.154509987074958,0.8704276499984176
Flame Retardant #12,661.3216969299795,7.844600222855842,7.90119530222254,3,6,19,0.8988163309291151,0.10118366907088494,0.6277608980270571,Flame Retardant,232.9212568464719,255.20479746202824,185.75222823365831,6.906067465089595,0.6586774996336998
Flame Retardant #13,839.5772742697642,8.957663879136932,81.04295445291439,2,6,18,0.7416630780017035,0.2583369219982965,0.6631988879760233,Flame Retardant,398.92724733751686,196.87186869642008,251.6883555646236,9.106086012075869,0.30892138460731183
Flame Retardant #14,477.4053497175554,5.219009688550898,4.937769145206211,2,1,5,0.8311806626196799,0.16881933738032007,0.596499244981404,Flame Retardant,215.0563775604203,150.82499722660816,142.0008273827329,5.234320208022834,0.5117264103026005
Flame Retardant #15,415.4513528990798,6.365137516715103,8.726151492062936,4,8,10,0.7086630546508623,0.2913369453491377,0.541015111713894,Flame Retardant,126.10154700338849,129.248998799018,114.80370891297092,6.8593763392394855,0.3858364093228246
Flame Retardant #16,646.5701493235525,6.44088837655407,76.79266493601106,4,5,11,0.7266364251335047,0.2733635748664953,0.45957957220383316,Flame Retardant,260.827210744289,224.9574904825154,115.69210133192382,5.93289795558534,0.8547802065586221
Flame Retardant #17,583.9101058899481,5.440922629797647,15.202332335172585,4,1,16,0.7012928715579421,0.29870712844205793,0.20464556026689973,Flame Retardant,237.01759978125676,175.084616977509,138.5705441063355,8.265683135656534,0.3624074725710482
Flame Retardant #18,556.5721689878869,4.457109959085691,39.03158166851589,0,3,10,0.8251363824522705,0.1748636175477295,0.4128262128842447,Flame Retardant,211.59561858769334,141.6237579505026,102.02994485905816,6.707812013704062,0.5326239978786524
Flame Retardant #19,832.7735280048566,4.981471511555335,46.87224064617108,0,1,18,0.7045129023410694,0.29548709765893055,0.5850369293824137,Flame Retardant,299.3643172707336,194.76848972694395,191.29258082746398,8.039531441892606,0.4356595161760153
Flame Retardant #20,647.570172603495,5.478737812975103,72.22954038146685,1,2,8,0.7511487403096601,0.24885125969033994,0.20870311051001206,Flame Retardant,282.56398759097095,209.91878246906015,104.83286498731634,6.6303636704125175,0.8080331942380401
Flame Retardant #21,763.9492162351091,5.923662882537225,88.05842519537188,0,6,18,0.7871990361141171,0.21280096388588288,0.5636025928769,Flame Retardant,260.9330374009979,262.6443282826849,169.0164689286249,6.415241946949613,0.48513989855335016
Flame Retardant #22,714.6846971593538,6.894888232770726,90.41486891243943,4,8,15,0.7029217994217766,0.29707820057822343,0.33247077755352317,Flame Retardant,328.60467137382983,224.3425679480061,146.33290621463777,7.022115536689679,0.8951360898855871
Flame Retardant #23,811.2619316933285,5.5440113767480765,14.05833596442735,0,3,19,0.7587069584917321,0.2412930415082679,0.4975407506432711,Flame Retardant,373.6732751611476,282.051643007781,85.09817471572941,6.9375934038822145,0.32316996336735054
Flame Retardant #24,775.0165829879618,8.429569977487125,3.697878396963908,3,9,19,0.8632158084686703,0.1367841915313297,0.22503974417099898,Flame Retardant,296.87187497525974,176.9395723462155,200.06323082279064,8.550219239360617,0.3769660634775395
Flame Retardant #25,336.4032277601887,7.192443923995677,14.396998580091363,3,7,3,0.763948639081539,0.23605136091846102,0.407328824606231,Flame Retardant,119.99826154705396,126.65380994824449,34.44081661014279,4.911500972330487,0.4347832658574655
Flame Retardant #26,692.311650640843,8.658489868405844,8.241682284124025,4,6,12,0.8240742504247442,0.17592574957525575,0.3243682806874405,Flame Retardant,246.99992968785043,219.10216927858937,109.8222199193953,8.407318359670004,0.7866636241200957
Flame Retardant #27,826.0873406962164,4.756855856316375,27.95176868028612,4,1,24,0.730377234467326,0.26962276553267395,0.35691036392030373,Flame Retardant,327.5091536650422,186.17430058927746,83.58749316502308,7.324334866653142,0.8271103254384096
Flame Retardant #28,660.8124854745837,7.630556296723185,35.36383017310392,2,1,9,0.7733922814014401,0.22660771859855988,0.2879598859483662,Flame Retardant,293.34513284287465,193.21168555382604,115.80096673918857,8.608780928243233,0.3428708283656534
Flame Retardant #29,663.4444732289467,5.9914027454452725,64.64363287760217,0,3,17,0.7013629395800256,0.2986370604199744,0.2942384953662542,Flame Retardant,246.65123189964044,244.78337654911255,74.72514799023857,7.503877354915185,0.31947608505736586
Flame Retardant #30,747.3759919403548,4.715806789055965,41.36849287964632,3,6,7,0.8315432294551908,0.16845677054480923,0.5727820801545589,Flame Retardant,315.39914766972635,283.6384853201142,211.28483219081377,6.674948232594111,0.7467341142627477
Flame Retardant #31,837.1112683118348,5.337076392360538,45.450228187104145,2,9,17,0.8624781448372302,0.13752185516276982,0.655723121130607,Flame Retardant,315.16979087512317,211.73047021988947,153.30509122813518,8.020937412979043,0.3800112040521681
Flame Retardant #32,816.3549107104548,7.925418286198785,17.232854814388,1,6,22,0.7547396915356742,0.24526030846432578,0.2968960434121647,Flame Retardant,294.6262733909245,279.4000519066709,156.6578175232988,7.280548167993806,0.3797991522447835
Flame Retardant #33,284.9520025802892,7.346784921203741,15.948848720530819,3,2,3,0.7462559856631911,0.25374401433680893,0.10308377655133619,Flame Retardant,86.90235454276318,62.68859981585545,48.433305333484135,4.287615205893718,0.31341992069665753
Flame Retardant #34,539.5161887187614,4.4212768870898564,8.201497630458498,2,7,14,0.8365305210088398,0.16346947899116016,0.27366453698092497,Flame Retardant,162.27720129734846,111.5229458820597,121.66156461437701,6.722282303394479,0.32988472655005313
Flame Retardant #35,759.0900455268412,8.01622452332403,17.19480834654339,3,2,20,0.897312622822882,0.10268737717711796,0.20131507802223703,Flame Retardant,262.2212309599612,236.89666257904315,194.99628314375133,8.500313018194381,0.4582052751572935
Flame Retardant #36,284.86261448854003,7.587324953059561,45.33750421029617,3,6,3,0.7950951430465467,0.20490485695345328,0.6018653154819218,Flame Retardant,108.6127758271042,96.55860307093869,65.41281660828676,5.674420587474237,0.3390032936464838
Flame Retardant #37,606.7912605660465,4.9459789619517744,114.55569750036675,2,4,17,0.8440767997172891,0.1559232002827109,0.6594933541538811,Flame Retardant,285.3449455327237,217.93353886367396,151.48023416369838,7.117122696745376,0.5213274549955653
Flame Retardant #38,857.0128628500618,6.011118674235561,47.94325932933939,4,0,13,0.7937579761013582,0.20624202389864177,0.1835481067564657,Flame Retardant,393.9661122499121,229.71651107134952,240.98750289117214,10.025604710186233,0.7996650187364095
Flame Retardant #39,647.805544473646,5.531504984437688,33.88477207784053,1,3,9,0.7652215705025147,0.23477842949748529,0.5171124797260394,Flame Retardant,228.9558910211453,130.40654830588903,176.66260067291228,8.645307818006,0.4957921543929556
Flame Retardant #40,659.2584242100852,8.317423041845576,22.530772914017117,4,3,13,0.7264575895302076,0.27354241046979244,0.6854672911293596,Flame Retardant,230.02059668251863,195.07710416930772,154.80158509858646,8.494372797587934,0.736700497547623
Pesticide #1,260.74085814276134,3.4287693359721794,41.668332227694336,4,6,5,0.6032274853548326,0.3967725146451674,0.4046547029131413,Pesticide,90.07668781994614,52.974905033614085,37.267063141819115,4.661331317354141,0.3563459788986181
Pesticide #2,191.511478416167,5.930958163641543,68.27635685360416,0,4,4,0.5749918672606489,0.4250081327393511,0.4572198220941236,Pesticide,70.4470124485805,41.82551360922392,43.5766310002656,3.421085710269131,0.6956251124516958
Pesticide #3,274.5436961978237,3.6887689355227122,55.306829355088226,1,0,3,0.7355191763139294,0.2644808236860706,0.26612198169520734,Pesticide,109.71857244124473,72.84682159018881,55.24275435734976,4.24343879590741,0.490048309954461
Pesticide #4,163.81891910459322,5.723296299960456,25.456279709293206,0,6,4,0.6982395589072732,0.3017604410927268,0.2557619702250871,Pesticide,63.518091783424524,47.08719434525622,39.880707747490234,3.91304868576764,0.7498517272182229
Pesticide #5,150.4931271337349,3.505659850082776,73.93690274977041,1,8,3,0.6712284442877221,0.3287715557122779,0.4077876098925445,Pesticide,51.71766139094253,38.51027145654046,40.11941040443475,3.4305037873329995,0.38175120843382915
Pesticide #6,234.4178946516489,5.288912450308042,38.00403539674331,2,0,5,0.7258545967646619,0.2741454032353381,0.6572847764127311,Pesticide,76.4413973701591,74.16350507932063,58.263231401757004,3.795392242516661,0.8387300266586892
Pesticide #7,279.16074627391106,2.4765626879841927,2.9950724816528975,0,9,3,0.653717846219632,0.346282153780368,0.12135413848388583,Pesticide,84.45047018620123,58.92244694762764,75.18140422197263,4.7826875282003645,0.44554632173876196
Pesticide #8,448.29909080571446,2.9309133956622073,4.68912264308328,1,7,4,0.5161491574725378,0.48385084252746224,0.335086536770303,Pesticide,148.2940432240537,102.6228086910148,50.55615650093931,4.9323273181621525,0.5118826759687058
Pesticide #9,390.72053533539724,3.3649777990308825,43.10314387924319,1,6,9,0.63325502206351,0.36674497793648997,0.11903349508961869,Pesticide,172.33560431351486,132.47445397499848,41.542973187033255,6.2399969382714,0.870108426490825
Pesticide #10,310.4900020228332,2.150790899659411,101.26228120431233,1,9,6,0.7424203451348068,0.2575796548651932,0.2676671843913416,Pesticide,108.27646858464001,70.92466318879559,47.101368559873414,4.219045848375473,0.6470894158385154
Pesticide #11,384.7500433140881,5.546010106567611,27.53471450830927,1,8,3,0.6195927482639192,0.3804072517360808,0.34208858141619974,Pesticide,151.48392634248862,126.18071596591751,107.78126730587377,5.954812097743643,0.5194629113778132
Pesticide #12,220.4263265174914,5.275477082081887,59.422266357244084,2,5,6,0.6011991826537296,0.3988008173462704,0.6708381171874637,Pesticide,92.19556597979201,46.496051317431586,58.353869251058306,4.788214950069967,0.8697612882201791
Pesticide #13,191.1062730108962,4.150338502770263,19.674487843486084,3,2,3,0.5554760892401434,0.44452391075985664,0.36318850014763293,Pesticide,91.2280538420222,53.79191641280795,45.205321173982064,3.404279263321044,0.4974464501340192
Pesticide #14,443.24887746266796,5.231462582735925,36.67039084684795,1,1,11,0.7212229832935839,0.2787770167064161,0.3035937013934267,Pesticide,211.77146815677088,104.37708518902575,106.44698628924462,6.122926710571427,0.35692242760510784
Pesticide #15,362.6697338319948,5.975135901512688,67.26879487684394,2,7,5,0.5943886726805596,0.4056113273194404,0.2957692909413679,Pesticide,162.89193109035006,80.48629904747204,88.97525051708882,6.111166589651301,0.898109332715652
Pesticide #16,156.22740963718925,5.043543910686038,53.781712489835606,4,5,1,0.5128218818185855,0.48717811818141454,0.6732689148628405,Pesticide,47.966720050831306,48.96269451659024,45.0748166064692,3.2627074501453412,0.4607069523353483
Pesticide #17,224.08835009756774,5.438581381410426,87.095993087799,1,0,5,0.5506430017353693,0.4493569982646307,0.6329148097967824,Pesticide,92.99982130982382,86.42351631657188,59.705703467035626,3.738684179092933,0.8107547092197644
Pesticide #18,209.76590575112294,3.136737182846915,42.05911145283146,4,3,5,0.5866905574763176,0.4133094425236824,0.36727175784057275,Pesticide,95.92945056690347,44.251672096447265,47.12980040936664,3.9080662278094924,0.39932447689385236
Pesticide #19,327.6664197994321,4.803741460071997,77.62940598815916,0,3,7,0.5582820713005404,0.4417179286994596,0.17093344724347592,Pesticide,99.43286828641834,93.1591182128553,76.39316063512878,5.339801392602632,0.7388123830664268
Pesticide #20,270.4492831694629,5.1725141518522255,33.97615009394127,0,6,7,0.5661526361409944,0.4338473638590056,0.22593857775173842,Pesticide,110.86714689737981,92.36034702494206,38.606108448723,4.890313177335865,0.6146696366833513
Pesticide #21,228.27557389505043,5.878463755617352,63.90987591166824,2,8,5,0.7204125710795077,0.27958742892049226,0.4022131655969433,Pesticide,107.64399269769584,66.77918084156914,52.83752379841872,3.7175544298887697,0.8885439349740778
Pesticide #22,398.74519208524197,4.032566874660777,53.52216370130641,4,9,10,0.6860724062806737,0.3139275937193263,0.4771398403883699,Pesticide,157.43274228551994,144.0663146061894,73.74226208479801,5.666603053594048,0.6316982136554397
Pesticide #23,339.97896048282314,3.801129935326103,61.58054347872506,1,6,8,0.6593328489012583,0.3406671510987417,0.4371182738857111,Pesticide,102.27289266336815,80.21091764518381,44.398659600692085,4.829392163020118,0.3150090911345125
Pesticide #24,351.42182179312107,5.7052331076847835,56.26896307917224,1,1,8,0.6857504132729175,0.3142495867270825,0.43116181663627995,Pesticide,106.20061342800825,137.7288331012183,91.81969174706012,6.151931706148397,0.6623267937744528
Pesticide #25,222.55145862460594,3.7039900778737125,63.52499332652676,3,7,4,0.7903228474501147,0.20967715254988528,0.4156495110504418,Pesticide,85.310029155783,61.65399264861421,44.966393126493585,3.9853658801112783,0.3871898738019756
Pesticide #26,377.7932565450616,4.850662475946178,97.63502861707124,2,1,7,0.5579480025225299,0.44205199747747015,0.32693470914600686,Pesticide,125.05022281473568,101.36719210239613,111.63224356021398,6.371132821991792,0.7791245491692523
Pesticide #27,305.188044645676,3.652429590908577,18.3575095076234,1,0,8,0.559803646841355,0.440196353158645,0.5351722506127331,Pesticide,132.11289275406807,114.42145538117502,47.7118387463949,4.898947542866595,0.8139409178939394
Pesticide #28,258.1182120162334,2.3482848223092327,35.56580489358647,0,0,3,0.5606448197675813,0.4393551802324187,0.6093543216856436,Pesticide,114.02626339206941,80.73251242060732,50.62576319318904,5.058221642893555,0.5892561112768286
Pesticide #29,269.18144185213794,2.9822025037779643,16.63181077551276,1,7,6,0.7436978540741185,0.2563021459258815,0.24413165992503133,Pesticide,90.33082051933246,81.6397348883836,51.0365566714078,4.7552797170709775,0.7699328742313792
Pesticide #30,283.1314017276735,3.129471676170625,30.54709800903672,0,1,6,0.5242861208347065,0.4757138791652935,0.2808778356752804,Pesticide,135.25375561062938,97.7923358217652,35.15243527003435,5.094362963829577,0.38706644128896306
Pesticide #31,329.81189786159587,2.8050551525378897,120.33931828509635,2,8,5,0.7670709865387313,0.2329290134612687,0.39951936810479904,Pesticide,128.09286236496425,104.20962568684301,61.08876754996008,5.023109991296438,0.5952469119213877
Pesticide #32,214.97375568817228,5.4905035419435855,41.940833172891125,1,8,5,0.5261327868384302,0.47386721316156977,0.25705066008068944,Pesticide,70.63375095439596,49.98207083993884,33.86066486640151,4.686629440108293,0.5363665588143508
Pesticide #33,337.27222109925543,5.317540600569498,43.175871941441585,3,0,6,0.5571010925285143,0.44289890747148575,0.28731513027183275,Pesticide,152.73383312168073,112.93207016454969,44.54155040304666,5.1428672357201926,0.6667904322318489
Pesticide #34,367.5333479799948,5.185202653660529,64.74002003231685,3,3,10,0.7498812176955983,0.25011878230440165,0.4739262238408042,Pesticide,168.32839895599585,83.31752240673865,57.49365208841009,5.440070052808189,0.326686313281896
Pesticide #35,372.4881862355667,5.2203892481645395,23.316437597176584,1,5,8,0.7535118946689927,0.2464881053310073,0.37021023146847565,Pesticide,159.3724580870231,134.53213225188145,54.625518506796006,5.610814622976183,0.7512737029491765
Pesticide #36,374.6889452581196,3.4279297178746555,36.0981911933914,0,9,5,0.6904232423312089,0.3095767576687911,0.27514670409868436,Pesticide,176.3635051661563,149.10646142765805,92.47874194071116,6.329524489993585,0.3474775736848102
Pesticide #37,374.58261257454967,3.9304049426460828,37.37694013668457,0,9,7,0.5648094321179217,0.4351905678820783,0.5243673471434003,Pesticide,167.61620263338673,103.18909101818114,39.76383059240771,5.943241786174459,0.693882910518099
Pesticide #38,225.65186324865897,3.786905874810562,56.449588826634965,3,3,2,0.5370349597431066,0.46296504025689345,0.11325150718070785,Pesticide,107.50983264938314,65.2023720737548,50.431510235516974,4.074754978786137,0.3110743353239665
Pesticide #39,257.3883583598294,3.3346435625347706,52.51604723137581,3,2,5,0.6163085464517021,0.3836914535482979,0.5205194194752572,Pesticide,99.55205401027435,53.86796814343928,64.89591065423109,4.94683092677725,0.7991328382540378
Pesticide #40,406.66533703076175,3.6731644443739437,20.995786433480287,3,5,8,0.5928238384611333,0.4071761615388667,0.2070496579380975,Pesticide,182.80396872158636,82.45002971817406,79.76524699178572,6.1530560949257875,0.4048197781342688
Pesticide #41,182.44650437200704,5.368427449934046,9.311634392995138,2,5,2,0.6842399528562555,0.3157600471437445,0.6108434487348843,Pesticide,91.21418690921772,70.11124821619457,52.23680527676537,4.571469391772779,0.6092984855861943
Pesticide #42,175.27930984675532,3.4243723406656867,22.660438407289757,2,9,4,0.7041153241287567,0.29588467587124334,0.5734137067288805,Pesticide,77.99688095155074,39.56488927804485,42.34329892765578,4.343797628370545,0.4568957422365716
Pesticide #43,185.73196076301488,2.5621885119821717,90.01187308426529,0,5,5,0.5859421213233751,0.4140578786766249,0.5001564684752084,Pesticide,59.96110370705961,53.705464322743275,46.35586132812208,4.166198442145935,0.7335883212366412
Pesticide #44,280.61889701992544,5.812480457576552,43.645218905222286,3,5,5,0.7157735601727496,0.2842264398272504,0.25534256487588375,Pesticide,113.27567474454847,101.88456244927386,39.11454130838142,4.529218848040346,0.4928106601138328
Pesticide #45,165.8480059094166,4.904339405935402,49.333299734295856,3,6,3,0.5363908994016603,0.4636091005983397,0.1997531982098204,Pesticide,69.23649376341628,62.66794977227271,42.36738484196607,4.133358917879987,0.7347655161529905
Pesticide #46,263.92122144649466,4.468776908467866,16.68947876288459,4,2,7,0.7909456593901354,0.2090543406098646,0.5573272349885062,Pesticide,88.37194526472037,80.2002585925979,70.31361396590032,4.830798099894536,0.4709227241012859
Pesticide #47,327.51509066772013,2.768093476545378,80.87688558137356,0,1,6,0.7000056955677539,0.29999430443224606,0.30066551627086247,Pesticide,161.32683537451788,102.51435386308584,56.41554785756951,6.238334255154216,0.751483854561456
Pesticide #48,305.7938077926909,2.790223622713913,89.21843690464863,3,9,5,0.741552319208113,0.25844768079188696,0.49498446370363713,Pesticide,102.47638409266393,102.11580394999412,43.62840178249574,4.538210083016366,0.3183632978021425
Pesticide #49,281.3150474800624,3.1070165278052344,56.523632053502915,0,0,6,0.6674513551671323,0.3325486448328677,0.6018493579479139,Pesticide,94.38445716693599,110.35328054300827,49.79561476848538,4.027701901413563,0.4699868012243091
Pesticide #50,408.7468865694903,3.2639885645009095,34.15970012926009,1,5,8,0.7556637173605023,0.2443362826394977,0.5443981486399756,Pesticide,197.43840963840918,131.01727134690262,101.33717957910706,4.832192686296687,0.5991801038641673
Pesticide #51,295.5053962572124,2.3416121206508866,111.72298494303172,0,1,3,0.7917384170083708,0.20826158299162922,0.16369621212848035,Pesticide,116.14576204828923,92.16667089979335,54.233455610061085,5.2403585424597425,0.3270357491518353
Pesticide #52,401.24175588563236,2.959279808826361,51.312762812274286,0,3,7,0.5584874814495892,0.44151251855041085,0.6887089352763053,Pesticide,125.44328199118942,81.41469156800756,99.23927396689076,6.79845876425946,0.41162043682276717
Pesticide #53,289.8759844583506,5.167742491855057,17.14216638304218,0,4,4,0.6206921124147116,0.37930788758528844,0.1603376392500666,Pesticide,121.64283342457729,62.66827180473825,35.57152506891995,3.935725400251764,0.8607221889847221
Pesticide #54,267.9784455297646,4.466850830587104,3.3842747584586306,4,5,6,0.7582396810746486,0.24176031892535144,0.31011920861393144,Pesticide,112.64883153603705,84.52960016726976,69.99659760407461,5.15238935448263,0.8861005591081137
Pesticide #55,335.1658748983374,5.539231788122604,45.58040134597282,0,7,6,0.5694072926778228,0.43059270732217725,0.6089088989679683,Pesticide,104.87345311285881,129.79234071857948,50.48988891292682,5.6169618475154115,0.7438499684342914
Pesticide #56,355.55235398333417,3.1601761127119463,71.817770079471,2,5,4,0.5604391763160599,0.4395608236839401,0.15738441761422955,Pesticide,175.8222387198593,132.74130061674583,53.25669290965587,5.949085298453389,0.45132003037014773
Pesticide #57,275.7408523326165,2.453198417593071,2.9248677594332477,4,2,4,0.5515737673181313,0.44842623268186865,0.6112290494828158,Pesticide,112.72451296474696,109.33560040851027,60.13251534251472,4.516329222747804,0.4563104672615814
Pesticide #58,317.76543953053744,4.05896877502712,45.23126157025052,2,1,5,0.5298739140620087,0.4701260859379913,0.46192783725970255,Pesticide,130.9063786003147,97.09857089507479,36.23276227821665,5.805615311981929,0.6874742146770438
Pesticide #59,173.9145219561855,4.732457142892186,9.409140408734299,3,8,3,0.7797700126117884,0.22022998738821165,0.6279026487648807,Pesticide,70.26548132190109,62.189430889815675,18.30616350859826,3.1136397370131346,0.3705597699592211
Pesticide #60,344.6048860072093,5.59699567315681,46.19085313976352,4,1,9,0.6870515933742012,0.3129484066257988,0.3857934113241426,Pesticide,145.47369686324566,126.84218928810289,52.45083929033354,5.906356266654459,0.86898562825822
Aromatic Compound #1,226.685488170451,3.6094922028898706,8.675769329264472,0,3,3,0.6745017142984389,0.32549828570156114,0.469973186899165,Aromatic Compound,79.98823014730493,74.71697215248076,47.062969898445544,3.9413638548613372,0.4348877397061107
Aromatic Compound #2,86.95411517473634,3.304681016513014,51.388063053587636,4,0,2,0.7171392486477837,0.28286075135221633,0.22545841875376854,Aromatic Compound,31.08159800337107,23.281962672247104,24.479607473934912,2.666932359538546,0.8997813752552664
Aromatic Compound #3,106.93839486960495,2.8141394955475856,90.36024020117699,4,9,1,0.7922652832899311,0.20773471671006893,0.3674953298962097,Aromatic Compound,43.01787476025813,31.439426859047803,28.797123310055387,3.370475052084344,0.5974402771814763
Aromatic Compound #4,259.29746399076043,5.5409555148302605,17.349216519552712,3,4,7,0.62167664189891,0.37832335810108997,0.3327836526387318,Aromatic Compound,119.62355847271115,96.35063702757911,51.36405105522706,4.2233229438329,0.7628579933957619
Aromatic Compound #5,262.16361457709786,2.534782617597745,7.041387244665636,1,5,4,0.8338486224169497,0.16615137758305032,0.2993035132370395,Aromatic Compound,81.26361989574337,68.08640359541558,28.15909837650457,4.0855286575013965,0.30131045670333434
Aromatic Compound #6,233.57946879638635,5.061265198101545,82.61512861813189,1,8,3,0.8323508709622884,0.16764912903771156,0.28618426947501846,Aromatic Compound,98.2624077108973,89.86937974039215,48.36275676494407,4.731885697534027,0.8332478428509853
Aromatic Compound #7,166.6059942987825,2.9690286303390696,36.02302967965309,3,1,4,0.650871998638828,0.34912800136117195,0.36071857798269724,Aromatic Compound,76.8646132117926,40.97862166153422,40.1452337704704,3.7758746660358327,0.46200122686834827
Aromatic Compound #8,271.0364751429255,2.7226301652452127,28.82293472870652,0,6,4,0.8369215442660699,0.1630784557339301,0.4558337139804146,Aromatic Compound,89.81700340328037,94.83655247375619,45.488839392109206,4.779894100691098,0.7007620467288392
Aromatic Compound #9,186.6084505544821,2.5333778692654816,52.76607324571799,3,4,2,0.6606360691457427,0.3393639308542573,0.3216124780536594,Aromatic Compound,56.54320182282125,60.85522645171218,22.80591524321863,3.5597723750063723,0.7838131684761538
Aromatic Compound #10,225.35088797483593,2.472953569888562,33.732744033740815,2,9,5,0.838486303123444,0.16151369687655603,0.1099962827465296,Aromatic Compound,81.6993101407837,78.85475753136808,35.09019592072917,3.5272632514928115,0.3984886443354012
Aromatic Compound #11,153.2457401273556,5.182640922645768,59.08466455118307,1,0,3,0.6193707434480964,0.3806292565519036,0.49680560736683466,Aromatic Compound,63.99982556601141,44.05347851153817,38.97311533461476,3.445316418702949,0.5655056887975374
Aromatic Compound #12,86.52499476644849,3.4730004295805323,8.706001531952175,2,1,2,0.8447579601979168,0.15524203980208318,0.3801268594738626,Aromatic Compound,28.35048860096128,33.444351564581396,14.730773626657308,2.2626317940766962,0.596301564391154
Aromatic Compound #13,157.85780934407984,4.144621545010944,60.80199117615658,3,3,3,0.7793406882590916,0.22065931174090836,0.5134726542974549,Aromatic Compound,60.81069160206833,51.539697137556225,41.4213048039253,4.215959135316181,0.48727167920352277
Aromatic Compound #14,269.7283136366087,5.987236722724436,37.32500255095095,3,6,2,0.7067145821987724,0.29328541780122763,0.536126143683863,Aromatic Compound,110.71384330538471,69.49797096550752,44.20962783701115,3.8710510925349384,0.5890534978373889
Aromatic Compound #15,272.0310350305349,2.8828503437776747,14.362714588950247,0,1,7,0.6396120092974764,0.3603879907025236,0.490499932936891,Aromatic Compound,114.19226813498506,89.14212574410618,36.10151277988746,4.631053654458439,0.4905273945932028
Aromatic Compound #16,214.5443478284341,2.702688399823643,9.19127356610867,3,3,6,0.7282974729274574,0.2717025270725426,0.22084378552801134,Aromatic Compound,76.13800109223097,55.215809051978326,40.156195191631404,3.471020965098766,0.5164486470331255
Aromatic Compound #17,80.11862438092432,2.301205734393879,19.404513771649626,4,9,1,0.6939631162954948,0.3060368837045052,0.5258028061027147,Aromatic Compound,30.445552143642008,20.728809536481222,15.258984791524284,2.1658724066819555,0.7015987072216434
Aromatic Compound #18,296.38397147243165,2.200701401279896,24.948132852133654,3,0,4,0.6241736399468918,0.3758263600531082,0.21058083817005946,Aromatic Compound,135.05264581449623,82.96371306821943,30.593240704642845,5.285587714887697,0.6795559609829983
Aromatic Compound #19,86.73833731997995,2.0873868479448072,37.0650756370017,4,7,1,0.7936214007799477,0.2063785992200523,0.11626399140173987,Aromatic Compound,42.349380721826336,32.135346884180315,10.704292731606575,2.846735454793715,0.4393594354785152
Aromatic Compound #20,251.93733357451578,2.042052898166614,6.761749872550126,0,0,7,0.790472473594371,0.209527526405629,0.25052408302966633,Aromatic Compound,119.00916656880564,75.59620920846723,34.511686973086476,3.7261828368396577,0.8384897308772548
Aromatic Compound #21,191.14373207843488,5.635461625276014,60.36531611578596,3,3,4,0.7962974711057103,0.20370252889428975,0.6342645688006514,Aromatic Compound,78.91497051785369,64.18227455470189,23.456673959951004,3.1946627793498434,0.8176731274028344
Aromatic Compound #22,136.32404947060922,3.888993995780634,39.42413348797508,0,2,2,0.6810822197842417,0.31891778021575834,0.6992757614893926,Aromatic Compound,52.08377011437586,37.95173581733361,22.944048467309926,2.8026708218203207,0.605449984013971
Aromatic Compound #23,90.2025201184405,4.314167272814126,33.843148523325695,4,6,1,0.6206430395088193,0.37935696049118073,0.1692176807834223,Aromatic Compound,33.06746117681329,22.79607902119022,26.422534519944367,3.0301171228510677,0.5599504456174502
Aromatic Compound #24,271.0692537822931,3.8889057030248173,4.8053032290168005,2,4,5,0.7782205923361841,0.22177940766381588,0.6457572346665665,Aromatic Compound,88.09515275940645,105.96856995565007,54.71384007291855,4.91358965864524,0.5261135897904653
Aromatic Compound #25,79.37280862627907,5.2427342813503675,41.36474428992256,0,1,1,0.8370923881972298,0.16290761180277025,0.5157453466148606,Aromatic Compound,25.503296938718893,25.456149488917752,17.899457699618594,2.096691908593238,0.7243607511998635
Aromatic Compound #26,240.76160394636952,5.981686051701825,56.75009269635116,2,6,4,0.6718777998459398,0.32812220015406024,0.3433871556683425,Aromatic Compound,105.37449835649598,93.12424524628072,41.23699643343748,4.457899697190867,0.7029996343256824
